Timestamp,UserID,Action,IP_Address,Response_Code,Status,Details,LogLevel
2021-01-02 11:54:00.070902565,1426,remove_from_cart,165.136.35.19,400,Not Found,Error in purchase. Response: 400 - Internal Server Error,alert
2021-09-15 08:14:25.011905012,2592,login,84.185.248.59,503,OK,Error in remove_from_cart. Response: 404 - Unauthorized,emerg
2022-09-07 17:45:50.703552368,2103,purchase,146.202.220.122,200,OK,Error in add_to_cart. Response: 400 - Gateway Timeout,emerg
2022-09-17 01:13:55.717319455,1933,login,84.185.248.59,403,Forbidden,Error in remove_from_cart. Response: 500 - Not Found,warn
2021-03-10 19:57:51.081316761,4506,purchase,238.23.81.51,503,Service Unavailable,Error in login. Response: 301 - Gateway Timeout,info
2021-01-26 03:36:24.597348452,3525,view_product,146.202.220.122,504,Unauthorized,Error in purchase. Response: 502 - Gateway Timeout,debug
2021-01-20 04:31:06.627023482,4733,add_to_cart,34.84.229.231,401,Bad Gateway,Error in return. Response: 400 - Moved Permanently,emerg
2021-07-23 17:47:58.954125318,4677,purchase,84.185.248.59,500,OK,Error in view_product. Response: 404 - Not Found,debug
2021-01-10 01:01:34.420038452,2325,add_to_cart,168.253.83.204,503,OK,Error in login. Response: 404 - Bad Request,crit
2022-03-27 21:50:25.497177364,4749,add_to_cart,193.142.55.156,504,Service Unavailable,Error in purchase. Response: 500 - Internal Server Error,warn
2021-01-09 22:50:06.521585914,3898,login,3.177.231.225,403,Bad Gateway,Error in return. Response: 400 - Bad Request,crit
2021-10-07 04:11:18.464270297,4278,view_product,204.6.145.192,500,Service Unavailable,Error in view_product. Response: 400 - OK,debug
2022-07-16 00:29:21.442267534,3445,return,193.142.55.156,502,Moved Permanently,Error in view_product. Response: 503 - OK,debug
2022-06-29 14:15:50.415392095,2459,purchase,146.202.220.122,503,Not Found,Error in login. Response: 403 - Bad Gateway,debug
2021-11-23 18:23:46.575713114,4060,view_product,168.253.83.204,301,Moved Permanently,Error in add_to_cart. Response: 401 - Moved Permanently,info
2021-09-11 20:27:56.950814805,3033,view_product,146.202.220.122,502,Bad Gateway,Error in return. Response: 200 - Gateway Timeout,alert
2021-03-01 02:12:10.446461193,3354,add_to_cart,84.185.248.59,503,Forbidden,Error in view_product. Response: 401 - Bad Request,error
2022-08-06 23:35:34.649954362,2298,add_to_cart,146.202.220.122,403,Bad Request,Error in return. Response: 500 - Service Unavailable,warn
2021-03-26 06:23:02.769796575,4893,return,165.136.35.19,403,Forbidden,Error in purchase. Response: 502 - Not Found,error
2022-01-19 17:23:34.785458415,1500,add_to_cart,193.142.55.156,403,Service Unavailable,Error in view_product. Response: 404 - Internal Server Error,error
2022-01-20 07:57:14.757136723,3342,return,193.142.55.156,301,Moved Permanently,Error in purchase. Response: 502 - Internal Server Error,emerg
2022-11-04 07:41:05.975440767,2809,add_to_cart,165.136.35.19,404,Service Unavailable,Error in view_product. Response: 504 - Moved Permanently,warn
2021-12-11 03:45:00.662186106,1553,add_to_cart,3.177.231.225,401,OK,Error in add_to_cart. Response: 404 - Not Found,alert
2022-10-28 09:29:26.410760241,4732,purchase,193.142.55.156,403,Forbidden,Error in login. Response: 301 - Internal Server Error,crit
2022-06-09 08:24:07.675688852,3672,return,165.136.35.19,503,Forbidden,Error in return. Response: 400 - Unauthorized,info
2021-07-06 14:36:41.193272857,2336,purchase,238.23.81.51,200,OK,Error in return. Response: 401 - Moved Permanently,emerg
2021-04-06 20:39:30.121755518,4617,view_product,45.37.220.121,200,Service Unavailable,Error in remove_from_cart. Response: 502 - Unauthorized,info
2021-09-13 17:18:48.538169071,4250,login,238.23.81.51,403,Moved Permanently,Error in remove_from_cart. Response: 500 - Forbidden,notice
2021-07-27 13:38:29.195771780,1882,purchase,3.177.231.225,500,Service Unavailable,Error in login. Response: 301 - OK,warn
2022-10-14 15:21:50.390914400,4634,remove_from_cart,3.177.231.225,500,Unauthorized,Error in login. Response: 504 - Moved Permanently,alert
2021-01-12 00:23:37.371954353,4674,add_to_cart,204.6.145.192,200,Gateway Timeout,Error in return. Response: 301 - Moved Permanently,warn
2022-07-01 00:47:08.377149456,3630,purchase,204.6.145.192,502,OK,Error in view_product. Response: 404 - OK,alert
2022-09-19 07:51:15.511479242,4370,add_to_cart,238.23.81.51,401,Unauthorized,Error in remove_from_cart. Response: 404 - Service Unavailable,notice
2022-11-06 22:35:44.338703802,1994,remove_from_cart,45.37.220.121,401,Bad Request,Error in purchase. Response: 400 - OK,emerg
2021-09-02 23:55:46.177449706,1992,login,204.6.145.192,502,Bad Request,Error in purchase. Response: 200 - OK,debug
2022-08-05 10:48:18.648264691,4687,add_to_cart,84.185.248.59,504,Not Found,Error in purchase. Response: 500 - Internal Server Error,info
2021-10-29 20:10:50.223516143,4987,login,165.136.35.19,503,Unauthorized,Error in purchase. Response: 200 - Forbidden,emerg
2021-05-26 12:12:46.703211094,4883,view_product,45.37.220.121,301,Internal Server Error,Error in purchase. Response: 301 - Internal Server Error,error
2021-07-10 10:16:11.755836628,1711,add_to_cart,204.6.145.192,502,Gateway Timeout,Error in add_to_cart. Response: 504 - Forbidden,notice
2022-12-26 06:04:30.546814155,1179,add_to_cart,84.185.248.59,503,Moved Permanently,Error in return. Response: 400 - Moved Permanently,warn
2021-01-28 08:53:31.250210249,3626,view_product,168.253.83.204,500,Gateway Timeout,Error in view_product. Response: 404 - OK,debug
2022-09-17 13:04:12.584356339,4115,add_to_cart,165.136.35.19,500,Unauthorized,Error in purchase. Response: 400 - Internal Server Error,error
2022-02-11 22:26:25.079560650,1718,return,165.136.35.19,400,Service Unavailable,Error in purchase. Response: 200 - Service Unavailable,crit
2021-06-09 20:29:24.853604860,1344,return,45.37.220.121,401,Bad Gateway,Error in login. Response: 504 - Service Unavailable,error
2022-11-25 20:01:23.455384011,1798,add_to_cart,238.23.81.51,500,OK,Error in remove_from_cart. Response: 401 - Bad Request,crit
2022-10-10 14:34:25.385682986,2752,return,45.37.220.121,301,OK,Error in view_product. Response: 500 - Service Unavailable,notice
2022-05-18 23:46:16.175036448,2932,view_product,238.23.81.51,500,OK,Error in login. Response: 403 - Bad Gateway,alert
2021-04-04 05:00:55.433971412,3075,remove_from_cart,238.23.81.51,500,Forbidden,Error in login. Response: 504 - Moved Permanently,notice
2022-07-10 15:14:27.669550452,1561,login,204.6.145.192,502,Unauthorized,Error in purchase. Response: 500 - Gateway Timeout,error
2021-11-07 16:18:20.270342776,2651,purchase,84.185.248.59,200,Not Found,Error in return. Response: 502 - Moved Permanently,alert
2021-11-08 11:35:23.380593251,3630,purchase,204.6.145.192,502,Forbidden,Error in purchase. Response: 504 - Internal Server Error,info
2021-08-06 04:32:07.527845984,1762,return,146.202.220.122,504,Service Unavailable,Error in view_product. Response: 401 - Forbidden,info
2021-11-28 19:49:34.132163274,4546,remove_from_cart,204.6.145.192,401,Gateway Timeout,Error in view_product. Response: 401 - Unauthorized,notice
2021-08-11 06:21:31.329959886,3605,add_to_cart,3.177.231.225,404,Internal Server Error,Error in return. Response: 401 - Not Found,error
2022-06-16 21:42:04.909404929,2275,add_to_cart,168.253.83.204,403,Service Unavailable,Error in view_product. Response: 200 - Gateway Timeout,crit
2022-09-17 19:59:59.265878535,2213,login,84.185.248.59,301,Not Found,Error in remove_from_cart. Response: 301 - Unauthorized,crit
2021-10-12 10:06:36.181518644,4184,login,34.84.229.231,301,Internal Server Error,Error in remove_from_cart. Response: 401 - OK,debug
2021-03-26 08:40:07.709096447,1047,login,204.6.145.192,404,Internal Server Error,Error in purchase. Response: 301 - Moved Permanently,info
2021-06-13 14:52:41.927393450,4271,purchase,84.185.248.59,503,Bad Gateway,Error in view_product. Response: 401 - Gateway Timeout,debug
2021-11-01 21:56:05.207690062,3578,add_to_cart,84.185.248.59,301,Unauthorized,Error in return. Response: 301 - Service Unavailable,debug
2021-06-13 23:51:24.521257745,3143,remove_from_cart,45.37.220.121,400,Forbidden,Error in return. Response: 503 - Bad Request,alert
2022-03-18 04:03:12.793938907,3915,login,45.37.220.121,500,Not Found,Error in add_to_cart. Response: 400 - Internal Server Error,notice
2022-10-14 05:45:36.364472695,3245,return,34.84.229.231,502,Unauthorized,Error in return. Response: 500 - Service Unavailable,emerg
2022-07-30 05:25:16.029804059,3801,login,204.6.145.192,401,Bad Gateway,Error in view_product. Response: 400 - Bad Request,emerg
2021-08-01 04:21:40.863053320,1619,return,204.6.145.192,401,Service Unavailable,Error in view_product. Response: 500 - Not Found,crit
2021-12-13 22:21:51.461325377,3700,view_product,146.202.220.122,403,Bad Request,Error in purchase. Response: 502 - Internal Server Error,notice
2021-06-05 03:16:36.601828456,1720,login,3.177.231.225,200,Moved Permanently,Error in view_product. Response: 504 - Internal Server Error,notice
2021-10-21 14:31:40.669713608,3989,add_to_cart,165.136.35.19,503,Bad Gateway,Error in add_to_cart. Response: 500 - Not Found,emerg
2022-08-12 04:52:28.752824525,3941,return,3.177.231.225,404,Bad Gateway,Error in purchase. Response: 401 - Service Unavailable,debug
2021-08-04 06:16:26.971669611,1263,return,193.142.55.156,404,Internal Server Error,Error in return. Response: 301 - Bad Request,debug
2022-09-20 10:00:17.566453009,3050,view_product,168.253.83.204,502,Forbidden,Error in login. Response: 504 - Moved Permanently,warn
2021-02-20 00:32:33.240062419,1236,view_product,193.142.55.156,500,Service Unavailable,Error in purchase. Response: 403 - Not Found,error
2022-01-26 17:48:21.090957472,1415,remove_from_cart,45.37.220.121,503,OK,Error in return. Response: 200 - Moved Permanently,alert
2021-01-26 18:31:10.234675698,1455,login,238.23.81.51,403,Service Unavailable,Error in purchase. Response: 503 - Not Found,warn
2022-10-06 15:40:10.997951916,4363,purchase,34.84.229.231,400,Internal Server Error,Error in remove_from_cart. Response: 403 - Bad Request,info
2021-02-11 00:04:04.438431526,1762,view_product,84.185.248.59,500,Bad Gateway,Error in remove_from_cart. Response: 401 - Not Found,crit
2021-11-09 02:51:46.996044160,4204,purchase,45.37.220.121,404,Moved Permanently,Error in add_to_cart. Response: 504 - Forbidden,alert
2021-10-11 21:06:38.514421382,2776,return,34.84.229.231,504,Bad Request,Error in return. Response: 401 - Bad Request,warn
2021-04-24 22:35:41.727140228,2099,remove_from_cart,238.23.81.51,200,OK,Error in remove_from_cart. Response: 500 - Moved Permanently,alert
2021-08-06 05:42:09.278624203,3797,add_to_cart,168.253.83.204,301,Bad Request,Error in view_product. Response: 401 - Moved Permanently,alert
2021-12-24 14:38:23.948756056,2062,add_to_cart,34.84.229.231,403,Service Unavailable,Error in return. Response: 503 - Internal Server Error,notice
2022-03-24 02:52:02.601580797,2986,purchase,168.253.83.204,400,Bad Gateway,Error in purchase. Response: 301 - Bad Request,debug
2021-09-26 12:56:32.977425040,2246,purchase,193.142.55.156,404,Bad Request,Error in return. Response: 500 - Bad Request,alert
2022-07-22 14:17:44.848747983,3927,login,168.253.83.204,301,Bad Request,Error in purchase. Response: 502 - Forbidden,debug
2021-05-25 08:12:08.405831648,1117,return,45.37.220.121,504,Bad Gateway,Error in remove_from_cart. Response: 502 - Not Found,emerg
2022-05-25 22:01:21.734212929,3878,purchase,204.6.145.192,500,Bad Gateway,Error in return. Response: 401 - Bad Request,alert
2021-05-13 01:43:46.640507323,2034,return,193.142.55.156,404,Unauthorized,Error in add_to_cart. Response: 301 - Unauthorized,error
2022-12-17 15:31:45.138487673,4567,remove_from_cart,45.37.220.121,404,Forbidden,Error in return. Response: 503 - Bad Gateway,crit
2022-01-29 09:58:40.501689705,1388,login,34.84.229.231,504,OK,Error in login. Response: 400 - Not Found,warn
2022-01-05 02:53:21.879461980,2543,login,168.253.83.204,301,Moved Permanently,Error in login. Response: 500 - Unauthorized,warn
2021-09-20 01:36:35.913528765,3971,return,165.136.35.19,403,Gateway Timeout,Error in purchase. Response: 500 - OK,error
2021-04-24 06:33:34.280229626,2574,remove_from_cart,3.177.231.225,504,Internal Server Error,Error in login. Response: 400 - Not Found,alert
2022-11-12 06:21:23.876605436,4665,view_product,238.23.81.51,404,Unauthorized,Error in remove_from_cart. Response: 500 - Moved Permanently,debug
2022-01-17 23:30:22.671113612,1254,add_to_cart,45.37.220.121,400,Forbidden,Error in login. Response: 404 - Unauthorized,crit
2022-05-31 03:45:13.987538695,2059,login,34.84.229.231,404,Internal Server Error,Error in view_product. Response: 400 - Unauthorized,alert
2021-02-08 07:14:42.783105870,1251,remove_from_cart,146.202.220.122,301,Bad Gateway,Error in view_product. Response: 503 - Internal Server Error,alert
2021-06-02 09:16:19.145922362,4047,add_to_cart,84.185.248.59,401,Internal Server Error,Error in add_to_cart. Response: 502 - Not Found,error
2021-03-24 06:16:21.508592760,3817,purchase,84.185.248.59,503,Not Found,Error in login. Response: 404 - Bad Gateway,emerg
2021-07-27 23:34:27.895960545,3791,return,238.23.81.51,301,Unauthorized,Error in view_product. Response: 502 - Moved Permanently,info
2022-07-08 08:25:49.273230627,1295,purchase,168.253.83.204,400,Bad Gateway,Error in purchase. Response: 403 - Forbidden,info
2022-06-01 18:19:33.954312192,3547,add_to_cart,165.136.35.19,403,Service Unavailable,Error in login. Response: 403 - Service Unavailable,emerg
2021-07-03 00:23:02.413803760,2265,return,238.23.81.51,200,Moved Permanently,Error in login. Response: 400 - Bad Request,error
2022-08-09 03:59:28.370707739,3985,add_to_cart,3.177.231.225,403,Bad Request,Error in remove_from_cart. Response: 500 - Bad Request,alert
2021-06-19 08:26:16.797427491,2481,add_to_cart,3.177.231.225,502,Forbidden,Error in return. Response: 504 - Moved Permanently,warn
2022-07-04 04:38:51.442918333,4040,purchase,168.253.83.204,404,Gateway Timeout,Error in view_product. Response: 200 - Forbidden,notice
2022-05-17 19:37:35.943036546,2331,add_to_cart,168.253.83.204,301,Gateway Timeout,Error in add_to_cart. Response: 200 - OK,info
2022-12-06 19:16:34.056713645,3090,add_to_cart,168.253.83.204,401,OK,Error in remove_from_cart. Response: 502 - OK,alert
2021-04-05 09:38:19.841347750,3957,return,3.177.231.225,403,Unauthorized,Error in remove_from_cart. Response: 504 - Bad Gateway,warn
2021-04-10 11:20:01.372134763,4456,purchase,168.253.83.204,504,Bad Gateway,Error in return. Response: 200 - OK,info
2021-07-03 17:33:21.053239491,1007,remove_from_cart,165.136.35.19,404,Unauthorized,Error in purchase. Response: 200 - OK,notice
2022-02-14 00:22:25.519835700,3015,view_product,84.185.248.59,400,Bad Gateway,Error in add_to_cart. Response: 200 - Gateway Timeout,info
2022-05-24 12:45:24.494277313,4357,return,84.185.248.59,503,Forbidden,Error in purchase. Response: 503 - Internal Server Error,warn
2021-04-02 14:49:54.825671489,3849,remove_from_cart,3.177.231.225,401,Bad Request,Error in purchase. Response: 301 - Moved Permanently,warn
2022-06-14 22:19:38.499757593,1751,remove_from_cart,204.6.145.192,404,Service Unavailable,Error in return. Response: 400 - Unauthorized,info
2022-05-26 06:35:01.131692708,4033,add_to_cart,193.142.55.156,403,Internal Server Error,Error in add_to_cart. Response: 301 - Gateway Timeout,notice
2022-10-18 08:47:33.432823514,3774,return,165.136.35.19,404,Internal Server Error,Error in add_to_cart. Response: 400 - Bad Gateway,alert
2021-08-18 02:20:39.399831975,1243,login,34.84.229.231,401,Service Unavailable,Error in view_product. Response: 503 - Internal Server Error,info
2022-06-29 22:56:52.125972222,4631,login,193.142.55.156,500,Unauthorized,Error in return. Response: 500 - Bad Gateway,warn
2022-03-30 13:20:03.261959865,4785,return,168.253.83.204,504,Gateway Timeout,Error in return. Response: 500 - Moved Permanently,info
2022-03-06 05:45:40.351460493,4021,login,204.6.145.192,400,Not Found,Error in login. Response: 502 - Service Unavailable,notice
2022-06-04 05:31:04.505624009,4144,return,168.253.83.204,502,Bad Request,Error in purchase. Response: 401 - Moved Permanently,info
2021-10-19 01:48:59.497395967,3740,remove_from_cart,193.142.55.156,400,Internal Server Error,Error in add_to_cart. Response: 503 - Unauthorized,alert
2021-06-17 14:34:37.876024867,3400,purchase,45.37.220.121,504,Service Unavailable,Error in add_to_cart. Response: 400 - Not Found,emerg
2021-01-28 01:13:52.940713432,4819,purchase,34.84.229.231,502,Not Found,Error in view_product. Response: 502 - OK,debug
2021-09-16 15:24:38.370796187,4530,purchase,45.37.220.121,504,Not Found,Error in remove_from_cart. Response: 400 - Bad Gateway,warn
2022-05-01 10:10:01.817806085,2525,view_product,165.136.35.19,200,Moved Permanently,Error in remove_from_cart. Response: 403 - Service Unavailable,emerg
2022-06-29 16:12:55.498749885,3967,purchase,168.253.83.204,504,Gateway Timeout,Error in remove_from_cart. Response: 503 - Service Unavailable,emerg
2021-06-15 06:05:16.543697628,3220,login,84.185.248.59,301,Moved Permanently,Error in add_to_cart. Response: 500 - Bad Request,notice
2022-04-21 02:48:21.881356791,3722,return,45.37.220.121,200,Moved Permanently,Error in login. Response: 504 - Bad Request,alert
2021-04-04 02:18:44.741016413,3405,add_to_cart,45.37.220.121,200,Unauthorized,Error in purchase. Response: 404 - Bad Gateway,alert
2021-05-15 03:54:53.170869365,3484,remove_from_cart,84.185.248.59,404,Gateway Timeout,Error in purchase. Response: 200 - Unauthorized,emerg
2021-03-28 21:37:17.053115380,1938,view_product,84.185.248.59,503,Service Unavailable,Error in return. Response: 403 - Unauthorized,error
2022-01-19 04:42:09.995228996,1335,view_product,165.136.35.19,301,OK,Error in remove_from_cart. Response: 503 - Internal Server Error,crit
2021-04-29 15:06:42.164328922,2334,login,193.142.55.156,503,Gateway Timeout,Error in remove_from_cart. Response: 502 - Service Unavailable,notice
2022-09-11 08:23:32.117055507,1589,view_product,146.202.220.122,403,Bad Request,Error in login. Response: 301 - Bad Gateway,crit
2021-12-09 21:50:42.300116367,4315,add_to_cart,84.185.248.59,200,Bad Gateway,Error in return. Response: 301 - Internal Server Error,debug
2022-04-15 03:45:59.152754387,1340,view_product,146.202.220.122,404,Bad Request,Error in view_product. Response: 200 - Internal Server Error,crit
2022-03-19 17:22:16.580940396,4195,return,165.136.35.19,404,OK,Error in add_to_cart. Response: 403 - Bad Gateway,alert
2021-04-22 10:23:39.839228813,4978,view_product,238.23.81.51,400,Internal Server Error,Error in return. Response: 503 - Service Unavailable,emerg
2022-06-22 20:21:10.722507206,1627,purchase,168.253.83.204,400,Service Unavailable,Error in view_product. Response: 301 - Bad Gateway,debug
2021-08-07 08:13:45.132035234,4088,login,165.136.35.19,502,Bad Request,Error in add_to_cart. Response: 400 - Bad Request,alert
2021-01-11 04:42:55.539230451,3087,login,204.6.145.192,401,Service Unavailable,Error in remove_from_cart. Response: 400 - Service Unavailable,warn
2022-08-09 02:39:52.617753655,1512,add_to_cart,168.253.83.204,403,OK,Error in purchase. Response: 504 - OK,info
2021-07-08 08:42:45.932013990,2460,purchase,165.136.35.19,404,Bad Gateway,Error in login. Response: 400 - Service Unavailable,error
2022-11-22 23:16:24.046338663,4679,view_product,45.37.220.121,502,Service Unavailable,Error in login. Response: 301 - Bad Request,notice
2021-02-15 11:05:57.329911077,1741,login,146.202.220.122,504,Not Found,Error in login. Response: 200 - Unauthorized,alert
2022-03-11 22:29:38.572902781,4886,remove_from_cart,193.142.55.156,502,Not Found,Error in purchase. Response: 500 - Not Found,warn
2021-08-09 01:12:32.231259207,1309,purchase,34.84.229.231,403,Moved Permanently,Error in login. Response: 200 - Service Unavailable,error
2022-05-26 06:57:42.966001146,2706,return,146.202.220.122,504,Moved Permanently,Error in add_to_cart. Response: 301 - Gateway Timeout,notice
2022-06-22 21:45:46.465383754,1245,add_to_cart,193.142.55.156,502,Unauthorized,Error in remove_from_cart. Response: 404 - Bad Gateway,emerg
2021-09-07 06:17:12.315325471,1355,login,193.142.55.156,502,Internal Server Error,Error in remove_from_cart. Response: 200 - Forbidden,crit
2021-05-13 10:45:11.833501101,4527,view_product,84.185.248.59,403,Bad Request,Error in purchase. Response: 400 - Service Unavailable,notice
2021-06-23 16:16:00.743080396,4913,add_to_cart,3.177.231.225,401,Moved Permanently,Error in remove_from_cart. Response: 400 - Forbidden,debug
2022-10-23 09:06:21.830704032,2175,purchase,165.136.35.19,503,Moved Permanently,Error in purchase. Response: 502 - OK,emerg
2021-04-13 20:27:29.692781852,3055,add_to_cart,168.253.83.204,403,Unauthorized,Error in purchase. Response: 404 - Gateway Timeout,emerg
2021-12-12 11:02:08.832046395,2421,remove_from_cart,165.136.35.19,301,Not Found,Error in add_to_cart. Response: 504 - Forbidden,error
2022-03-23 15:54:49.156854558,2797,purchase,45.37.220.121,200,Unauthorized,Error in add_to_cart. Response: 200 - Moved Permanently,warn
2021-12-24 12:08:12.340294401,2606,add_to_cart,165.136.35.19,403,Moved Permanently,Error in return. Response: 500 - Service Unavailable,emerg
2022-08-05 02:22:29.881438179,3965,return,193.142.55.156,401,Not Found,Error in purchase. Response: 504 - Not Found,debug
2021-05-21 22:53:42.167525048,2972,return,146.202.220.122,504,OK,Error in purchase. Response: 503 - Internal Server Error,crit
2021-04-17 05:14:49.316898197,4467,remove_from_cart,165.136.35.19,504,Unauthorized,Error in purchase. Response: 301 - Bad Request,emerg
2021-05-16 13:05:44.831084359,1656,view_product,146.202.220.122,503,Gateway Timeout,Error in return. Response: 502 - OK,info
2022-09-29 17:46:01.190667989,1763,login,84.185.248.59,401,Internal Server Error,Error in view_product. Response: 401 - Gateway Timeout,notice
2022-01-16 17:05:07.049154768,3367,return,84.185.248.59,301,Bad Request,Error in remove_from_cart. Response: 403 - Not Found,debug
2021-02-24 15:36:34.446645951,3906,return,34.84.229.231,500,Not Found,Error in login. Response: 403 - Moved Permanently,emerg
2021-02-17 19:15:22.277801378,3739,login,165.136.35.19,500,OK,Error in login. Response: 502 - Internal Server Error,error
2022-04-24 00:27:40.792279689,3608,view_product,165.136.35.19,504,OK,Error in login. Response: 403 - Service Unavailable,debug
2022-04-19 15:24:19.264655984,2187,return,238.23.81.51,401,Unauthorized,Error in return. Response: 404 - Bad Request,debug
2021-04-12 12:46:18.591993479,3486,view_product,204.6.145.192,502,Not Found,Error in login. Response: 404 - Bad Request,error
2022-03-20 09:06:02.312619997,3711,view_product,238.23.81.51,200,Forbidden,Error in view_product. Response: 401 - Forbidden,info
2021-12-10 20:17:20.764250868,3654,login,34.84.229.231,200,Not Found,Error in view_product. Response: 301 - Bad Request,notice
2022-08-18 02:43:02.633766667,1064,remove_from_cart,193.142.55.156,500,Forbidden,Error in return. Response: 200 - Bad Request,warn
2021-02-22 07:12:57.365275727,3576,view_product,3.177.231.225,503,Service Unavailable,Error in purchase. Response: 500 - Not Found,warn
2021-03-01 01:15:08.716518687,1255,remove_from_cart,146.202.220.122,500,Moved Permanently,Error in login. Response: 301 - Unauthorized,info
2022-07-04 15:22:06.010628408,2233,view_product,193.142.55.156,403,Forbidden,Error in login. Response: 504 - Not Found,warn
2022-03-16 13:49:52.678932229,3743,return,193.142.55.156,301,Bad Gateway,Error in purchase. Response: 200 - Service Unavailable,alert
2022-04-30 02:51:06.302991482,1555,view_product,84.185.248.59,404,Service Unavailable,Error in purchase. Response: 301 - Gateway Timeout,crit
2022-02-03 08:18:47.980025496,2267,view_product,165.136.35.19,500,Internal Server Error,Error in remove_from_cart. Response: 400 - Unauthorized,debug
2022-03-05 23:06:23.035181771,1027,login,165.136.35.19,502,Gateway Timeout,Error in return. Response: 500 - Internal Server Error,emerg
2021-10-16 14:50:18.758124898,1191,view_product,45.37.220.121,404,Service Unavailable,Error in add_to_cart. Response: 404 - Bad Gateway,alert
2022-10-25 20:38:54.845831765,2726,view_product,45.37.220.121,502,Internal Server Error,Error in login. Response: 504 - Bad Gateway,info
2021-11-13 10:43:39.598890672,1022,login,238.23.81.51,401,Bad Gateway,Error in remove_from_cart. Response: 200 - Gateway Timeout,emerg
2021-11-10 05:18:31.685460220,2188,return,204.6.145.192,401,Gateway Timeout,Error in view_product. Response: 502 - Internal Server Error,warn
2022-04-30 17:56:28.411386266,2663,login,204.6.145.192,504,Forbidden,Error in purchase. Response: 504 - Moved Permanently,crit
2022-08-25 01:14:29.942014389,3700,return,238.23.81.51,504,Bad Request,Error in add_to_cart. Response: 500 - Forbidden,info
2021-05-22 08:06:22.126751815,4320,purchase,193.142.55.156,502,Bad Gateway,Error in view_product. Response: 200 - Bad Gateway,error
2021-12-28 22:19:34.148164111,1820,view_product,146.202.220.122,200,Unauthorized,Error in view_product. Response: 504 - Not Found,warn
2021-11-17 23:53:52.402136025,2733,add_to_cart,34.84.229.231,403,Bad Request,Error in view_product. Response: 504 - Not Found,error
2022-12-05 18:14:18.382412959,2171,view_product,168.253.83.204,500,Not Found,Error in add_to_cart. Response: 401 - Moved Permanently,notice
2021-05-17 20:49:01.682929589,3396,remove_from_cart,34.84.229.231,400,Gateway Timeout,Error in remove_from_cart. Response: 401 - OK,debug
2021-11-21 22:03:24.767457986,3295,return,165.136.35.19,502,Not Found,Error in login. Response: 503 - OK,crit
2021-02-18 15:10:31.897598274,3301,add_to_cart,146.202.220.122,200,Not Found,Error in return. Response: 403 - Internal Server Error,notice
2021-08-13 19:00:11.774956016,2196,login,146.202.220.122,200,Service Unavailable,Error in remove_from_cart. Response: 502 - Forbidden,info
2021-05-05 00:00:18.013239429,3280,view_product,238.23.81.51,200,Internal Server Error,Error in remove_from_cart. Response: 500 - OK,crit
2021-12-22 05:10:10.063560752,1250,return,146.202.220.122,504,Gateway Timeout,Error in add_to_cart. Response: 200 - Bad Request,error
